"sample","family","genus","species","length","range","number","mass.g","length.cm"
"POC13001","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC13001","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC13001","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC13001","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC13001","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC13001","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC13001","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC13001","Lutjanidae","Pristipomoides","multidens",NA,NA,0,NA,NA
"POC13001","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC13001","Mullidae","Upeneus","moluccensis",NA,1594.15228,1,NA,NA
"POC13001","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC13001","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC13001","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC13001","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC13001","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC13001","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC13001","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC13001","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC13001","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC13001","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC13001","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC13001","Synodontidae","Saurida","undosquamis",323.57789,2170.87789,1,305.226495994787,32.357789
"POC13001","Synodontidae","Synodus","indicus",NA,2313.22482,1,NA,NA
"POC13001","Synodontidae","Trachinocephalus","trachinus",NA,1790.43138,1,NA,NA
"POC13001","Terapontidae","Terapon","jarbua",216.90903,1546.47615,1,176.468153575883,21.690903
"POC13001","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC13001","Tetraodontidae","Lagocephalus","lunaris",NA,2226.05604,1,NA,NA
"POC13001","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC13001","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC13002","Ariidae","Netuma","thalassina",NA,2937.25209,1,NA,NA
"POC13002","Ariidae","Netuma","thalassina",304.07036,1786.8548,1,787.112903979188,30.407036
"POC13002","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC13002","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC13002","Carangidae","Carangoides","chrysophrys",NA,2618.35085,1,NA,NA
"POC13002","Carangidae","Carangoides","chrysophrys",NA,3212.01752,1,NA,NA
"POC13002","Carangidae","Carangoides","chrysophrys",253.61853,2469.66613,1,317.082760941513,25.361853
"POC13002","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC13002","Carangidae","Caranx","ignobilis",NA,3227.02323,1,NA,NA
"POC13002","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC13002","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC13002","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC13002","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC13002","Carcharhinidae","Carcharhinus","coatesi",NA,1072.56835,1,NA,NA
"POC13002","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC13002","Carcharhinidae","Carcharhinus","sorrah",NA,NA,0,NA,NA
"POC13002","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC13002","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC13002","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC13002","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC13002","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC13002","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC13002","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC13002","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC13002","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC13002","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC13002","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC13002","Lutjanidae","Pristipomoides","multidens",NA,NA,0,NA,NA
"POC13002","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC13002","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC13002","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC13002","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC13002","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC13002","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC13002","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC13002","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC13002","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC13002","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC13002","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC13002","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC13002","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC13002","Synodontidae","Saurida","undosquamis",NA,NA,0,NA,NA
"POC13002","Synodontidae","Synodus","indicus",195.62301,1859.79711,1,67.8210049150771,19.562301
"POC13002","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC13002","Terapontidae","Terapon","jarbua",234.17967,1740.4177,1,214.113353018413,23.417967
"POC13002","Terapontidae","Terapon","jarbua",199.45553,1256.8971,1,142.795035389055,19.945553
"POC13002","Terapontidae","Terapon","jarbua",206.73557,1713.04861,1,156.318211467355,20.673557
"POC13002","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC13002","Tetraodontidae","Lagocephalus","lunaris",374.10761,1845.88255,1,1886.98052621751,37.410761
"POC13002","Tetraodontidae","Lagocephalus","lunaris",325.04774,1273.41203,1,1227.31567053586,32.504774
"POC13002","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC13002","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC13003","Ariidae","Netuma","thalassina",NA,2703.99615,1,NA,NA
"POC13003","Ariidae","Netuma","thalassina",323.25736,937.0108,1,915.368394156302,32.325736
"POC13003","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC13003","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC13003","Carangidae","Carangoides","chrysophrys",NA,3708.62081,1,NA,NA
"POC13003","Carangidae","Carangoides","chrysophrys",198.35954,1995.79261,1,156.01126015525,19.835954
"POC13003","Carangidae","Carangoides","chrysophrys",209.92878,3096.70063,1,183.740993207416,20.992878
"POC13003","Carangidae","Carangoides","chrysophrys",208.25479,2127.26049,1,179.544244456721,20.825479
"POC13003","Carangidae","Carangoides","chrysophrys",334.92707,2489.65593,1,707.477678302387,33.492707
"POC13003","Carangidae","Carangoides","chrysophrys",216.49656,1718.87573,1,200.825060327406,21.649656
"POC13003","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC13003","Carangidae","Caranx","ignobilis",662.3614,3661.87759,1,6293.26710485178,66.23614
"POC13003","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC13003","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC13003","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC13003","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC13003","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC13003","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC13003","Carcharhinidae","Carcharhinus","sorrah",NA,NA,0,NA,NA
"POC13003","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC13003","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC13003","Echeneidae","Echeneis","naucrates",NA,1030.49892,2,NA,NA
"POC13003","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC13003","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC13003","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC13003","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC13003","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC13003","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC13003","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC13003","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC13003","Lutjanidae","Pristipomoides","multidens",NA,NA,0,NA,NA
"POC13003","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC13003","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC13003","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC13003","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC13003","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC13003","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC13003","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC13003","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC13003","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC13003","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC13003","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC13003","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC13003","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC13003","Synodontidae","Saurida","undosquamis",324.33044,2098.40876,1,307.438898679124,32.433044
"POC13003","Synodontidae","Synodus","indicus",NA,NA,0,NA,NA
"POC13003","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC13003","Terapontidae","Terapon","jarbua",253.18645,1448.74411,1,260.726585739833,25.318645
"POC13003","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC13003","Tetraodontidae","Lagocephalus","lunaris",NA,2635.47916,1,NA,NA
"POC13003","Tetraodontidae","Lagocephalus","lunaris",372.04414,2660.0077,1,1855.31250298827,37.204414
"POC13003","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC13003","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC13004","Ariidae","Netuma","thalassina",285.54969,1599.30484,1,674.07262958671,28.554969
"POC13004","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC13004","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC13004","Carangidae","Carangoides","chrysophrys",171.39419,1664.21673,1,102.333788567592,17.139419
"POC13004","Carangidae","Carangoides","chrysophrys",203.85593,1615.83489,1,168.815961173173,20.385593
"POC13004","Carangidae","Carangoides","chrysophrys",191.61101,1906.15949,1,141.179541694523,19.161101
"POC13004","Carangidae","Carangoides","chrysophrys",181.12029,2402.58702,1,120.005011966832,18.112029
"POC13004","Carangidae","Carangoides","chrysophrys",179.58863,1720.17315,1,117.099501086412,17.958863
"POC13004","Carangidae","Carangoides","chrysophrys",182.12209,1374.04069,1,121.930641086772,18.212209
"POC13004","Carangidae","Carangoides","chrysophrys",181.27369,1474.00174,1,120.298574599879,18.127369
"POC13004","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC13004","Carangidae","Caranx","ignobilis",NA,NA,0,NA,NA
"POC13004","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC13004","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC13004","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC13004","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC13004","Carcharhinidae","Carcharhinus","coatesi",593.8739,1671.03721,1,1572.26083660666,59.38739
"POC13004","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC13004","Carcharhinidae","Carcharhinus","sorrah",1005.45946,2766.69829,1,15090.3111894013,100.545946
"POC13004","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC13004","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC13004","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC13004","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC13004","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC13004","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC13004","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC13004","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC13004","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC13004","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC13004","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC13004","Lutjanidae","Pristipomoides","multidens",NA,NA,0,NA,NA
"POC13004","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC13004","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC13004","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC13004","Rachycentridae","Rachycentron","canadum",685.47902,2444.30366,1,4192.50596634006,68.547902
"POC13004","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC13004","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC13004","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC13004","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC13004","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC13004","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC13004","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC13004","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC13004","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC13004","Synodontidae","Saurida","undosquamis",314.71878,2220.43884,1,279.988096760528,31.471878
"POC13004","Synodontidae","Synodus","indicus",277.29502,2089.98261,1,206.404815336191,27.729502
"POC13004","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC13004","Terapontidae","Terapon","jarbua",NA,NA,0,NA,NA
"POC13004","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC13004","Tetraodontidae","Lagocephalus","lunaris",318.90154,1963.78677,1,1157.67657154992,31.890154
"POC13004","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC13004","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC13005","Ariidae","Netuma","thalassina",NA,2878.90729,1,NA,NA
"POC13005","Ariidae","Netuma","thalassina",NA,1034.45644,1,NA,NA
"POC13005","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC13005","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC13005","Carangidae","Carangoides","chrysophrys",NA,2440.13343,1,NA,NA
"POC13005","Carangidae","Carangoides","chrysophrys",172.591,2290.76614,1,104.40966121711,17.2591
"POC13005","Carangidae","Carangoides","chrysophrys",182.94339,2346.29524,1,123.524294141818,18.294339
"POC13005","Carangidae","Carangoides","chrysophrys",156.59104,1754.01082,1,78.8503486190196,15.659104
"POC13005","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC13005","Carangidae","Caranx","ignobilis",NA,NA,0,NA,NA
"POC13005","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC13005","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC13005","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC13005","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC13005","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC13005","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC13005","Carcharhinidae","Carcharhinus","sorrah",NA,1832.58923,1,NA,NA
"POC13005","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC13005","Carcharhinidae","Loxodon","macrorhinus",NA,NA,0,NA,NA
"POC13005","Echeneidae","Echeneis","naucrates",NA,NA,0,NA,NA
"POC13005","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC13005","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC13005","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC13005","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC13005","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC13005","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC13005","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC13005","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC13005","Lutjanidae","Pristipomoides","multidens",NA,NA,0,NA,NA
"POC13005","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC13005","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC13005","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC13005","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC13005","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC13005","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC13005","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC13005","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC13005","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC13005","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC13005","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC13005","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC13005","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC13005","Synodontidae","Saurida","undosquamis",NA,NA,0,NA,NA
"POC13005","Synodontidae","Synodus","indicus",289.63651,1623.70678,1,237.16285341118,28.963651
"POC13005","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC13005","Terapontidae","Terapon","jarbua",NA,1252.31131,1,NA,NA
"POC13005","Terapontidae","Terapon","jarbua",193.5702,1468.09953,1,132.398165863933,19.35702
"POC13005","Terapontidae","Terapon","jarbua",199.24905,1486.21094,1,142.422221822108,19.924905
"POC13005","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC13005","Tetraodontidae","Lagocephalus","lunaris",298.78591,3039.5175,1,948.418342840208,29.878591
"POC13005","Tetraodontidae","Lagocephalus","lunaris",310.64435,1702.1911,1,1068.37614561555,31.064435
"POC13005","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC13005","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC13007","Ariidae","Netuma","thalassina",311.74608,1813.13652,1,837.041569225662,31.174608
"POC13007","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC13007","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC13007","Carangidae","Carangoides","chrysophrys",NA,1532.4743,1,NA,NA
"POC13007","Carangidae","Carangoides","chrysophrys",NA,1232.88041,1,NA,NA
"POC13007","Carangidae","Carangoides","chrysophrys",NA,1238.68046,1,NA,NA
"POC13007","Carangidae","Carangoides","chrysophrys",193.41591,1364.98103,1,145.051690896396,19.341591
"POC13007","Carangidae","Carangoides","chrysophrys",427.90803,1588.81233,1,1434.77459892375,42.790803
"POC13007","Carangidae","Carangoides","chrysophrys",192.92584,1426.73375,1,143.993541702965,19.292584
"POC13007","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC13007","Carangidae","Caranx","ignobilis",NA,NA,0,NA,NA
"POC13007","Carangidae","Caranx","tille",NA,NA,0,NA,NA
"POC13007","Carangidae","Seriola","dumerili",NA,NA,0,NA,NA
"POC13007","Carangidae","Seriola","hippos",NA,NA,0,NA,NA
"POC13007","Carcharhinidae","Carcharhinus","albimarginatus",NA,NA,0,NA,NA
"POC13007","Carcharhinidae","Carcharhinus","coatesi",NA,NA,0,NA,NA
"POC13007","Carcharhinidae","Carcharhinus","plumbeus",NA,NA,0,NA,NA
"POC13007","Carcharhinidae","Carcharhinus","sorrah",NA,1672.0609,1,NA,NA
"POC13007","Carcharhinidae","Carcharhinus","sorrah",850.8712,1488.50238,1,8196.14037891402,85.08712
"POC13007","Carcharhinidae","Galeocerdo","cuvier",NA,NA,0,NA,NA
"POC13007","Carcharhinidae","Loxodon","macrorhinus",532.24329,1429.1457,1,2188.12037960393,53.224329
"POC13007","Echeneidae","Echeneis","naucrates",NA,884.10705,1,NA,NA
"POC13007","Fistulariidae","Fistularia","commersonii",NA,NA,0,NA,NA
"POC13007","Labridae","Bodianus","solatus",NA,NA,0,NA,NA
"POC13007","Lethrinidae","Gymnocranius","grandoculis",NA,NA,0,NA,NA
"POC13007","Lethrinidae","Lethrinus","lentjan",NA,NA,0,NA,NA
"POC13007","Lutjanidae","Lutjanus","malabaricus",NA,NA,0,NA,NA
"POC13007","Lutjanidae","Lutjanus","russellii",NA,NA,0,NA,NA
"POC13007","Lutjanidae","Lutjanus","sebae",NA,NA,0,NA,NA
"POC13007","Lutjanidae","Lutjanus","vitta",NA,NA,0,NA,NA
"POC13007","Lutjanidae","Pristipomoides","multidens",300.09043,1640.74737,1,575.391162219533,30.009043
"POC13007","Lutjanidae","Pristipomoides","sieboldii",NA,NA,0,NA,NA
"POC13007","Mullidae","Upeneus","moluccensis",NA,NA,0,NA,NA
"POC13007","Priacanthidae","Priacanthus","hamrur",NA,NA,0,NA,NA
"POC13007","Rachycentridae","Rachycentron","canadum",NA,NA,0,NA,NA
"POC13007","Rhinidae","Rhynchobatus","australiae",NA,NA,0,NA,NA
"POC13007","Serranidae","Epinephelus","amblycephalus",NA,NA,0,NA,NA
"POC13007","Serranidae","Epinephelus","areolatus",NA,NA,0,NA,NA
"POC13007","Serranidae","Epinephelus","malabaricus",NA,NA,0,NA,NA
"POC13007","Sparidae","Argyrops","spinifer",NA,NA,0,NA,NA
"POC13007","Sphyraenidae","Sphyraena","forsteri",NA,NA,0,NA,NA
"POC13007","Sphyraenidae","Sphyraena","qenie",NA,NA,0,NA,NA
"POC13007","Sphyrnidae","Sphyrna","lewini",NA,NA,0,NA,NA
"POC13007","Sphyrnidae","Sphyrna","mokarran",NA,NA,0,NA,NA
"POC13007","Synodontidae","Saurida","undosquamis",NA,NA,0,NA,NA
"POC13007","Synodontidae","Synodus","indicus",NA,NA,0,NA,NA
"POC13007","Synodontidae","Trachinocephalus","trachinus",NA,NA,0,NA,NA
"POC13007","Terapontidae","Terapon","jarbua",231.67816,1475.97582,1,208.387458731272,23.167816
"POC13007","Tetraodontidae","Arothron","stellatus",NA,NA,0,NA,NA
"POC13007","Tetraodontidae","Lagocephalus","lunaris",314.7757,2428.30702,1,1112.45298317439,31.47757
"POC13007","Tetraodontidae","Lagocephalus","sceleratus",NA,NA,0,NA,NA
"POC13007","Triakidae","Hemitriakis","falcata",NA,NA,0,NA,NA
"POC13008","Ariidae","Netuma","thalassina",NA,1962.21206,1,NA,NA
"POC13008","Balistidae","Abalistes","stellatus",NA,NA,0,NA,NA
"POC13008","Carangidae","Carangoides","caeruleopinnatus",NA,NA,0,NA,NA
"POC13008","Carangidae","Carangoides","chrysophrys",NA,1789.84523,5,NA,NA
"POC13008","Carangidae","Carangoides","chrysophrys",NA,1973.19602,1,NA,NA
"POC13008","Carangidae","Carangoides","chrysophrys",217.96978,2311.25817,1,204.794364155271,21.796978
"POC13008","Carangidae","Carangoides","chrysophrys",260.37619,1982.84922,2,684.166136448127,26.037619
"POC13008","Carangidae","Carangoides","malabaricus",NA,NA,0,NA,NA
"POC13008","Carangidae","Caranx","ignobilis",NA,NA,0,NA,NA
"POC13008","Carangidae","Caranx","tille",NA,NA,0,NA,NA
