OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
POC25002	9	POC25002_R373.avi	56321	POC25002_L374.avi	54658	37.54733	Timeseabed	29.58867	301.13064	1.02281	2.66131	1291.45400	13.04050	17.02690	12.45278	-285.15561	-60.01804	-1258.14846	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC25002	13	POC25002_R373.avi	64581	POC25002_L374.avi	62918	43.05400	Timeseabed	35.09533	215.05295	1.06996	8.00976	1502.68084	14.67812	12.71116	35.42523	-378.28158	-43.39205	-1453.64021	Terapontidae	Terapon	jarbua	37321002	1	AD	Feeding			
POC25002	14	POC25002_R373.avi	64597	POC25002_L374.avi	62934	43.06467	Timeseabed	35.10600	236.66197	1.14769	1.10175	1511.15938	11.75548	16.14082	33.69798	-307.82378	-5.70670	-1479.46430	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC25002	15	POC25002_R373.avi	78460	POC25002_L374.avi	76797	52.30667	Timeseabed	44.34800	830.05762	2.76302	4.65640	1446.64159	4.06681	56.89111	23.71628	7.84880	102.29459	-1442.99900	Carcharhinidae	Carcharhinus	sorrah	37018013	1	AD	Passing			
POC25002	17	POC25002_R373.avi	83908	POC25002_L374.avi	82245	55.93867	Timeseabed	47.98000	419.50249	0.83549	3.81109	1440.34901	6.17369	4.43355	14.42736	-72.10525	137.09341	-1431.99564	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC25002	18	POC25002_R373.avi	83921	POC25002_L374.avi	82258	55.94733	Timeseabed	47.98867	364.86968	0.90557	1.40420	1557.33120	11.74136	5.33946	17.70123	-108.48139	297.76218	-1524.74586	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC25002	20	POC25002_R373.avi	84118	POC25002_L374.avi	82455	56.07867	Timeseabed	48.12000	273.22722	2.24341	4.68518	1534.55450	16.49360	41.92683	11.63927	-376.83452	218.64671	-1471.40983	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC24008	1	POC24008_L377.avi	55675	POC24008_R378.avi	54306	37.11667	TimeSeaBed	29.40000	149.55609	4.11667	3.00092	2365.11515	20.85509	31.98961	0.16173	805.21363	246.14166	-2210.16175	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC24008	2	POC24008_L377.avi	75708	POC24008_R378.avi	74339	50.47200	TimeSeaBed	42.75533	73.35131	1.37962	1.64053	1445.95859	13.72610	22.44308	3.86182	312.97401	-140.58287	-1404.66366	Carangidae	Carangoides	sp10		1	AD	Passing			
POC24008	5	POC24008_L377.avi	84485	POC24008_R378.avi	83116	56.32333	TimeSeaBed	48.60667	334.67802	2.37311	1.84643	1546.68361	3.23606	42.18360	19.54558	60.11869	-63.31518	-1544.21732	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC24008	6	POC24008_L377.avi	84526	POC24008_R378.avi	83157	56.35067	TimeSeaBed	48.63400	292.07083	2.66107	2.29747	1546.03616	15.64294	51.17485	1.04395	-374.66067	-182.79665	-1488.77217	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC13001	2	POC13001_L377.avi	20890	POC13001_R378.avi	22352	13.92667	Timeseabed	4.17200	216.90903	2.40260	2.28737	1546.47615	17.64863	45.67780	4.03672	-441.48284	-157.86516	-1473.68924	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC13001	3	POC13001_L377.avi	26795	POC13001_R378.avi	28257	17.86333	Timeseabed	8.10867	551.53244	3.63347	3.24304	2005.28332	14.04627	38.95500	13.24477	-482.03434	-67.18028	-1945.32539	Carcharhinidae	Carcharhinus	coatesi	37018009	1	AD	Passing			
POC13001	4	POC13001_L377.avi	28188	POC13001_R378.avi	29650	18.79200	Timeseabed	9.03733	323.57789	4.76165	2.33018	2170.87789	7.55537	42.82737	2.37009	-230.48098	-168.38183	-2152.03087	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing			
POC13001	5	POC13001_L377.avi	32806	POC13001_R378.avi	34268	21.87067	Timeseabed	12.11600	262.08741	1.58148	4.44020	1285.23079	5.86655	36.70867	5.69590	-85.02830	-100.13575	-1278.49959	Ariidae	Netuma	thalassina	37188001	1	AD	Passing			
POC13001	7	POC13001_L377.avi	32874	POC13001_R378.avi	34336	21.91600	Timeseabed	12.16133	241.15200	0.80445	1.63290	1348.48339	4.65136	8.99342	4.65749	16.94599	-108.03068	-1344.04228	Ariidae	Netuma	thalassina	37188001	1	AD	Passing			
POC13001	8	POC13001_L377.avi	33029	POC13001_R378.avi	34491	22.01933	Timeseabed	12.26467	257.10867	0.57479	2.85508	1037.55249	11.96262	7.73712	2.71589	83.51763	-198.17766	-1015.01999	Ariidae	Netuma	thalassina	37188001	1	AD	Passing			
POC13001	11	POC13001_L377.avi	42056	POC13001_R378.avi	43518	28.03733	Timeseabed	18.28267	210.44143	2.37213	3.89752	1764.24451	20.88306	35.80317	19.65882	522.78241	349.56514	-1648.35113	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC13001	12	POC13001_L377.avi	44563	POC13001_R378.avi	46025	29.70867	Timeseabed	19.95400	210.96436	1.43161	2.91916	1644.07914	2.86804	17.49868	12.98321	-82.15338	-4.24495	-1642.01980	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC13001	13	POC13001_L377.avi	44629	POC13001_R378.avi	46091	29.75267	Timeseabed	19.99800	172.49249	1.07066	2.08888	1771.32779	7.98310	6.82418	0.03655	138.52660	203.29331	-1754.16200	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC13001	14	POC13001_L377.avi	44656	POC13001_R378.avi	46118	29.77067	Timeseabed	20.01600	165.53940	0.95135	1.59028	1748.53479	4.81684	2.76372	3.90816	-143.74476	29.92067	-1742.35935	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC13001	15	POC13001_L377.avi	44663	POC13001_R378.avi	46125	29.77533	Timeseabed	20.02067	173.66199	1.41008	5.21854	1724.83436	19.42924	0.35788	6.23113	-572.33598	40.30102	-1626.61026	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC13001	17	POC13001_L377.avi	58323	POC13001_R378.avi	59785	38.88200	Timeseabed	29.12733	379.17277	0.71244	4.87763	1292.67649	3.77072	3.54999	17.37972	15.78785	-83.53265	-1289.87811	Carcharhinidae	Loxodon	macrorhinus	37018005	1	AD	Passing			
POC13001	18	POC13001_L377.avi	80559	POC13001_R378.avi	82021	53.70600	Timeseabed	43.95133	137.30699	3.97449	1.82857	2666.84541	9.80303	20.38295	6.03607	453.11113	29.36143	-2627.90651	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC13001	19	POC13001_L377.avi	81788	POC13001_R378.avi	83250	54.52533	Timeseabed	44.77067	127.53641	1.76882	1.50139	1221.53438	5.35659	49.88414	0.78574	7.10404	-113.81352	-1216.19993	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC25004	6	POC25004_R372.avi	25018	POC25004_L371.avi	23152	16.67867	Timeseabed	8.53333	213.78385	2.73284	9.03407	1876.59385	18.25596	31.05457	4.74522	568.74262	148.72479	-1782.13840	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC25004	7	POC25004_R372.avi	43251	POC25004_L371.avi	41385	28.83400	Timeseabed	20.68867	182.60154	3.99313	7.03885	2619.20790	18.11671	20.24105	7.23454	-808.62327	97.26566	-2489.36092	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC25004	10	POC25004_R372.avi	58261	POC25004_L371.avi	56395	38.84067	Timeseabed	30.69533	342.65349	1.13454	8.29682	1394.69627	8.19934	24.14201	42.48197	195.25133	-37.96529	-1380.43951	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC25004	11	POC25004_R372.avi	58261	POC25004_L371.avi	56395	38.84067	Timeseabed	30.69533	333.84085	2.00401	3.79216	1798.39169	10.79352	21.07728	0.64695	-335.40598	-30.44878	-1766.57532	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC25004	13	POC25004_R372.avi	58269	POC25004_L371.avi	56403	38.84600	Timeseabed	30.70067	306.17889	2.65622	6.13774	1789.74891	18.11888	34.20678	2.32574	555.52647	34.44698	-1701.00115	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC37004	0	POC37004_R373.avi	27976	POC37004_L374.avi	26298	18.65067	timeseabed	12.75800	249.62582	1.00336	3.36126	1494.21208	14.16211	1.90259	5.19791	364.11478	-32.73482	-1448.79902	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC37004	1	POC37004_R373.avi	27989	POC37004_L374.avi	26311	18.65933	timeseabed	12.76667	258.48988	3.29680	4.44522	1671.38328	6.74460	70.42112	33.76775	162.40117	-110.25901	-1659.81652	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC37004	2	POC37004_R373.avi	27989	POC37004_L374.avi	26311	18.65933	timeseabed	12.76667	241.85672	1.55806	1.44508	1729.20454	11.04385	15.98640	8.47475	294.75191	-151.14777	-1697.18119	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC37004	4	POC37004_R373.avi	44233	POC37004_L374.avi	42555	29.48867	timeseabed	23.59600	431.66211	1.54281	1.84634	2081.66036	12.09208	3.33145	5.18989	-377.65726	-218.02510	-2035.47290	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing			
POC37004	5	POC37004_R373.avi	55973	POC37004_L374.avi	54295	37.31533	timeseabed	31.42267	409.65926	2.33848	1.33955	2063.18533	6.77069	18.69884	0.44292	233.93865	-66.62554	-2048.79658	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC37004	6	POC37004_R373.avi	73624	POC37004_L374.avi	71946	49.08267	timeseabed	43.19000	961.35967	3.18733	1.67523	1843.32548	12.74864	24.22106	15.64281	388.57695	-120.30526	-1797.88304	Carcharhinidae	Carcharhinus	plumbeus	37018007	1	AD	Passing			
POC37004	7	POC37004_R373.avi	89844	POC37004_L374.avi	88166	59.89600	timeseabed	54.00333	620.74549	1.77649	2.96501	2396.77548	20.08759	18.04432	66.98668	-822.99936	17.60856	-2250.97639	Carangidae	Caranx	ignobilis	37337027	1	AD	Passing			
POC37004	8	POC37004_R373.avi	93841	POC37004_L374.avi	92163	62.56067	timeseabed	56.66800	88.26775	0.84012	1.38770	1411.35093	18.51947	25.77786	66.05757	-437.54165	97.54439	-1338.26524	Carangidae	Carangoides	sp10		1	AD	Passing			
POC13002	0	POC13002_L373.avi	15858	POC13002_R374.avi	17595	10.57200	Timeseabed	2.87800	195.62301	2.58199	7.16390	1859.79711	20.09681	30.84274	0.78232	-595.43231	-232.01826	-1746.56039	Synodontidae	Synodus	indicus	37118009	1	AD	Passing			
POC13002	1	POC13002_L373.avi	23366	POC13002_R374.avi	25103	15.57733	Timeseabed	7.88333	304.07036	1.44699	5.70243	1786.85480	19.54614	1.50995	10.72828	-580.48719	-142.91349	-1683.88255	Ariidae	Netuma	thalassina	37188001	1	AD	Passing			
POC13002	7	POC13002_L373.avi	35816	POC13002_R374.avi	37553	23.87733	Timeseabed	16.18333	253.61853	5.83815	3.84878	2469.66613	14.61643	42.73732	0.11078	623.15870	8.18768	-2389.73994	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC13002	8	POC13002_L373.avi	48463	POC13002_R374.avi	50200	32.30867	Timeseabed	24.61467	187.52094	2.11643	2.51088	1582.02521	4.70842	33.41037	13.30748	128.58978	-18.12290	-1576.68640	Carangidae	Decapterus	spp		1	AD	Passing			
POC13002	9	POC13002_L373.avi	98427	POC13002_R374.avi	100164	65.61800	Timeseabed	57.92400	234.17967	2.89453	0.41412	1740.41770	11.87983	40.69246	6.26396	264.66165	-241.49574	-1703.14057	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC13002	10	POC13002_L373.avi	98523	POC13002_R374.avi	100260	65.68200	Timeseabed	57.98800	199.45553	0.95181	3.32598	1256.89710	12.17488	19.20389	4.26423	42.10087	-261.71008	-1228.62756	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC13002	11	POC13002_L373.avi	98619	POC13002_R374.avi	100356	65.74600	Timeseabed	58.05200	206.73557	1.22277	1.67901	1713.04861	10.82831	9.90218	19.40720	277.49351	-162.99864	-1682.54698	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC13002	12	POC13002_L373.avi	100499	POC13002_R374.avi	102236	66.99933	Timeseabed	59.30533	374.10761	2.22318	2.22575	1845.88255	16.80790	24.12696	3.48628	514.30968	-142.78640	-1767.02575	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC13002	13	POC13002_L373.avi	100510	POC13002_R374.avi	102247	67.00667	Timeseabed	59.31267	325.04774	0.75547	1.03465	1273.41203	5.18982	7.69239	6.80564	-71.56766	-90.25615	-1268.19166	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC26005	0	POC26005_L367.avi	13973	POC26005_R368.avi	12265	9.31533	timeseabed	2.98933	143.43462	1.51661	1.63255	1410.66600	15.03692	29.60827	6.28966	-304.02290	-203.75278	-1362.36319	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC26005	1	POC26005_L367.avi	14062	POC26005_R368.avi	12354	9.37467	timeseabed	3.04867	102.22435	2.58479	1.74111	1770.87425	16.95953	35.29460	2.98334	-470.39692	-213.44340	-1693.86075	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC26005	2	POC26005_L367.avi	14243	POC26005_R368.avi	12535	9.49533	timeseabed	3.16933	75.89451	0.70974	2.49291	1431.96834	10.36694	0.93778	1.25000	-85.21854	-243.18577	-1408.59213	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC26005	3	POC26005_L367.avi	30031	POC26005_R368.avi	28323	20.02067	timeseabed	13.69467	360.70358	0.91828	0.55276	1276.39175	6.96521	29.14994	56.33653	-152.01412	-29.14968	-1266.97194	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC26005	4	POC26005_L367.avi	36742	POC26005_R368.avi	35034	24.49467	timeseabed	18.16867	639.02106	1.90890	1.81085	1781.46398	10.74016	20.56069	8.88612	-331.98329	-1.16004	-1750.25703	Carcharhinidae	Carcharhinus	coatesi	37018009	1	AD	Passing			
POC26005	5	POC26005_L367.avi	50375	POC26005_R368.avi	48667	33.58333	timeseabed	27.25733	1039.58363	3.41008	4.16490	1605.69194	6.34298	50.55432	5.69436	-149.95646	-94.77678	-1595.86247	Carcharhinidae	Carcharhinus	sorrah	37018013	1	AD	Passing			
POC26005	6	POC26005_L367.avi	64294	POC26005_R368.avi	62586	42.86267	timeseabed	36.53667	1282.96030	1.75229	7.51544	1605.62546	6.11008	17.64278	6.84105	120.12267	121.56365	-1596.50429	Carcharhinidae	Carcharhinus	plumbeus	37018007	1	AD	Passing			
POC26005	7	POC26005_L367.avi	64571	POC26005_R368.avi	62863	43.04733	timeseabed	36.72133	443.69079	2.38154	13.47026	2429.16606	9.48602	15.63250	30.55859	121.58118	381.43551	-2395.94923	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC26005	8	POC26005_L367.avi	64571	POC26005_R368.avi	62863	43.04733	timeseabed	36.72133	210.61120	1.56045	0.52978	2035.01372	12.05483	5.48698	0.18764	-422.68805	-44.34507	-1990.13797	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC26005	9	POC26005_L367.avi	64606	POC26005_R368.avi	62898	43.07067	timeseabed	36.74467	208.57127	1.34290	1.22780	1833.47592	13.95215	0.71576	0.38921	440.33520	-39.14826	-1779.38368	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC26005	10	POC26005_L367.avi	64606	POC26005_R368.avi	62898	43.07067	timeseabed	36.74467	471.64262	1.19226	1.12361	2094.87298	9.71025	1.16133	6.19848	-50.05347	349.77013	-2064.86036	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC26005	11	POC26005_L367.avi	64606	POC26005_R368.avi	62898	43.07067	timeseabed	36.74467	450.19653	2.13824	3.95614	2606.76872	2.96283	9.12081	5.55628	-113.63077	72.40609	-2603.28419	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC26005	12	POC26005_L367.avi	64640	POC26005_R368.avi	62932	43.09333	timeseabed	36.76733	370.39886	1.94706	2.56279	2330.83792	16.98305	3.43861	12.98100	546.11489	406.52520	-2229.19295	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC26005	13	POC26005_L367.avi	71630	POC26005_R368.avi	69922	47.75333	timeseabed	41.42733	308.44615	1.28634	0.99631	1306.29474	11.95012	27.38729	5.72182	-226.04868	-148.53372	-1277.98500	Ariidae	Netuma	thalassina	37188001	1	AD	Feeding			
POC26005	14	POC26005_L367.avi	77591	POC26005_R368.avi	75883	51.72733	timeseabed	45.40133	91.74471	0.44852	0.98322	783.63975	14.66463	18.20797	0.66367	-45.48432	-193.10235	-758.11208	Carangidae	Carangoides	sp10		1	AD	Passing			
POC12009	0	POC12009_R378.avi	14097	POC12009_L377.avi	12190	9.39800	timesebed	1.97533	338.56067	6.37674	1.46173	3132.01517	2.90015	25.80902	4.29702	135.26952	-82.54485	-3128.00376	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing			
POC12009	1	POC12009_R378.avi	17719	POC12009_L377.avi	15812	11.81267	timesebed	4.39000	79.01877	1.31136	2.17574	2154.01799	8.40810	3.63376	8.17319	-246.40704	-196.18277	-2130.86588	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC12009	2	POC12009_R378.avi	43643	POC12009_L377.avi	41736	29.09533	timesebed	21.67267	53.02418	0.60506	0.42001	1242.24295	13.27337	1.03728	1.00155	-67.21583	-277.18233	-1209.05730	Platycephalidae		spp		1	AD	Passing			
POC12009	3	POC12009_R378.avi	44854	POC12009_L377.avi	42947	29.90267	timesebed	22.48000	536.03559	3.15709	0.46910	1749.99759	12.63669	43.85247	6.41192	-346.94421	-161.86085	-1707.60720	Carcharhinidae	Loxodon	macrorhinus	37018005	1	AD	Passing			
POC12009	4	POC12009_R378.avi	67682	POC12009_L377.avi	65775	45.12133	timesebed	37.69867	500.31690	2.33208	0.68401	1719.00251	3.51017	31.70709	21.10218	-46.30822	-94.51192	-1715.77757	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
POC12009	5	POC12009_R378.avi	75677	POC12009_L377.avi	73770	50.45133	timesebed	43.02867	394.79504	3.50782	0.91315	2135.28166	11.68632	30.10693	7.50207	-428.84069	-56.20827	-2091.01986	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC12009	6	POC12009_R378.avi	75723	POC12009_L377.avi	73816	50.48200	timesebed	43.05933	393.03280	2.76718	3.04693	2543.41196	11.15875	11.83810	1.59277	-479.16449	-112.62078	-2495.32811	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC12009	7	POC12009_R378.avi	77187	POC12009_L377.avi	75280	51.45800	timesebed	44.03533	459.97907	3.08604	2.21250	2254.04976	12.74653	22.21638	2.21938	425.80036	256.96515	-2198.50023	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC12009	8	POC12009_R378.avi	88309	POC12009_L377.avi	86402	58.87267	timesebed	51.45000	569.35455	1.50867	0.27077	1581.45434	3.05340	19.04994	8.96003	50.32656	-67.55320	-1579.20918	Carangidae	Caranx	ignobilis	37337027	1	AD	Passing			
POC12009	9	POC12009_R378.avi	92459	POC12009_L377.avi	90552	61.63933	timesebed	54.21667	406.79127	11.74134	2.19842	3892.71011	15.65900	33.41468	6.32335	1044.14773	117.04051	-3748.23279	Carangidae	Carangoides	caeruleopinnatus	37337021	1	AD	Passing			
POC12009	10	POC12009_R378.avi	92472	POC12009_L377.avi	90565	61.64800	timesebed	54.22533	400.74115	4.13467	5.34814	3142.00776	17.06917	8.93026	13.12591	899.02935	205.69641	-3003.60583	Carangidae	Carangoides	caeruleopinnatus	37337021	1	AD	Passing			
POC12009	11	POC12009_R378.avi	92494	POC12009_L377.avi	90587	61.66267	timesebed	54.24000	367.71923	20.89208	7.35784	4515.50984	10.02853	47.40545	9.62451	776.48661	123.99141	-4446.51816	Carangidae	Carangoides	caeruleopinnatus	37337021	1	AD	Passing			
POC12009	12	POC12009_R378.avi	92522	POC12009_L377.avi	90615	61.68133	timesebed	54.25867	414.63452	4.13756	2.83644	3358.92203	15.64173	3.12074	3.60714	885.37571	190.49232	-3234.52929	Carangidae	Carangoides	caeruleopinnatus	37337021	1	AD	Passing			
POC12009	13	POC12009_R378.avi	92522	POC12009_L377.avi	90615	61.68133	timesebed	54.25867	416.52299	7.31916	8.63194	3865.00061	13.00502	16.80972	8.49007	867.94020	56.32605	-3765.86470	Carangidae	Carangoides	caeruleopinnatus	37337021	1	AD	Passing			
POC12009	14	POC12009_R378.avi	92522	POC12009_L377.avi	90615	61.68133	timesebed	54.25867	370.35368	2.43028	3.36366	3657.67733	4.63504	0.68664	9.96008	-294.79418	-21.42412	-3645.71541	Carangidae	Carangoides	caeruleopinnatus	37337021	1	AD	Passing			
POC12009	15	POC12009_R378.avi	92522	POC12009_L377.avi	90615	61.68133	timesebed	54.25867	376.39293	4.85565	0.62864	3648.05836	11.59942	9.25456	4.09960	-710.32516	182.95214	-3573.55516	Carangidae	Carangoides	caeruleopinnatus	37337021	1	AD	Passing			
POC12009	16	POC12009_R378.avi	92541	POC12009_L377.avi	90634	61.69400	timesebed	54.27133	384.76815	10.50188	6.22921	3924.08326	7.58456	28.83157	14.11272	275.72440	438.44573	-3889.75202	Carangidae	Carangoides	caeruleopinnatus	37337021	1	AD	Passing			
POC12009	17	POC12009_R378.avi	92595	POC12009_L377.avi	90688	61.73000	timesebed	54.30733	475.01823	7.83271	3.61764	2851.77300	18.87029	47.35097	6.31083	850.87986	355.96882	-2698.49938	Carangidae	Carangoides	caeruleopinnatus	37337021	1	AD	Passing			
POC13007	0	POC13007_L378.avi	18296	POC13007_R377.avi	16387	12.19733	TimeSeaBed	1.74200	266.12382	3.04827	4.29617	2111.97051	17.82503	26.94244	13.01637	-630.35799	-143.55560	-2010.58699	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC13007	1	POC13007_L378.avi	19820	POC13007_R377.avi	17911	13.21333	TimeSeaBed	2.75800	119.85388	1.64672	0.85247	1899.11580	8.37345	14.49125	5.64516	203.02704	-187.78804	-1878.87107	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC13007	2	POC13007_L378.avi	22367	POC13007_R377.avi	20458	14.91133	TimeSeaBed	4.45600	300.09043	1.90320	5.45792	1640.74737	18.40358	26.52321	4.62476	-493.95299	-155.98727	-1556.83343	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Attracted			
POC13007	3	POC13007_L378.avi	23362	POC13007_R377.avi	21453	15.57467	TimeSeaBed	5.11933	314.77570	3.69736	5.46699	2428.30702	9.30734	23.80794	7.36713	370.69075	-129.71364	-2396.33840	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC13007	4	POC13007_L378.avi	43564	POC13007_R377.avi	41655	29.04267	TimeSeaBed	18.58733	311.74608	2.52625	3.82379	1813.13652	11.95206	34.39766	27.37367	20.85190	374.90890	-1773.82991	Ariidae	Netuma	thalassina	37188001	1	AD	Attracted			
POC13007	5	POC13007_L378.avi	54039	POC13007_R377.avi	52130	36.02600	TimeSeaBed	25.57067	850.87120	2.74847	2.92225	1488.50238	11.72574	55.80162	25.49577	-151.31931	261.93757	-1457.43971	Carcharhinidae	Carcharhinus	sorrah	37018013	1	AD	Passing			
POC13007	11	POC13007_L378.avi	62957	POC13007_R377.avi	61048	41.97133	TimeSeaBed	31.51600	193.41591	0.93485	3.71834	1364.98103	8.99497	13.78488	1.54954	44.76663	208.66359	-1348.19459	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC13007	12	POC13007_L378.avi	62964	POC13007_R377.avi	61055	41.97600	TimeSeaBed	31.52067	427.90803	2.33588	2.71623	1588.81233	18.42429	41.07689	10.88570	-349.63791	360.42197	-1507.37320	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC13007	13	POC13007_L378.avi	62981	POC13007_R377.avi	61072	41.98733	TimeSeaBed	31.53200	192.92584	1.28120	4.17624	1426.73375	17.64100	21.71689	9.15485	327.82597	281.91812	-1359.64021	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC13007	14	POC13007_L378.avi	70252	POC13007_R377.avi	68343	46.83467	TimeSeaBed	36.37933	231.67816	1.15998	2.90099	1475.97582	16.56199	12.05988	7.55783	-399.22020	132.80603	-1414.74041	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC13007	15	POC13007_L378.avi	79787	POC13007_R377.avi	77878	53.19133	TimeSeaBed	42.73600	532.24329	1.07439	1.76526	1429.14570	14.45019	13.27575	3.33174	-219.85282	280.79733	-1383.93461	Carcharhinidae	Loxodon	macrorhinus	37018005	1	AD	Passing			
POC38004	0	POC38004_L371.avi	26070	POC38004_R372.avi	24156	17.38000	TimeSeaBed	9.75867	232.87299	3.32047	2.61347	1594.06253	16.98654	73.32413	2.62963	-421.43521	-198.16502	-1524.51906	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC38004	1	POC38004_L371.avi	26079	POC38004_R372.avi	24165	17.38600	TimeSeaBed	9.76467	188.85227	2.40481	4.37217	1391.31097	16.29624	63.01130	1.26047	-342.33242	-187.68650	-1335.41323	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC38004	2	POC38004_L371.avi	37389	POC38004_R372.avi	35475	24.92600	TimeSeaBed	17.30467	329.95843	1.13975	5.87970	1439.62412	15.00209	14.18323	0.06981	-344.16942	-142.89035	-1390.55650	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC38004	4	POC38004_L371.avi	61227	POC38004_R372.avi	59313	40.81800	TimeSeaBed	33.19667	636.30379	1.77142	5.98495	1957.60694	9.26065	11.99836	2.46387	-302.45473	88.11923	-1932.09240	Carangidae	Caranx	ignobilis	37337027	1	AD	Passing			
POC13009	0	POC13009_L375.avi	11370	POC13009_R376.avi	8528	7.58000	TimeSeaBed	0.17000	639.44573	1.41240	16.24937	1807.78581	10.23392	10.81365	23.89070	228.66713	225.54586	-1779.02500	Carangidae	Caranx	ignobilis	37337027	1	AD	Passing			
POC13009	1	POC13009_L375.avi	16098	POC13009_R376.avi	13256	10.73200	TimeSeaBed	3.32200	305.58002	1.01155	3.02883	1768.68599	0.94332	5.33619	9.14697	20.61340	-20.56604	-1768.44629	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
POC13009	3	POC13009_L375.avi	22163	POC13009_R376.avi	19321	14.77533	TimeSeaBed	7.36533	245.39957	4.84993	8.86363	2459.51820	14.79677	33.71444	6.81913	620.01916	-100.67340	-2377.95519	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC13009	4	POC13009_L375.avi	53138	POC13009_R376.avi	50296	35.42533	TimeSeaBed	28.01533	428.28419	0.97630	5.43112	1445.44342	9.06222	8.32427	5.24040	220.78866	-55.54063	-1427.40124	Ariidae	Netuma	thalassina	37188001	1	AD	Passing			
POC13009	5	POC13009_L375.avi	74750	POC13009_R376.avi	71908	49.83333	TimeSeaBed	42.42333	285.52091	2.48558	6.42951	1578.28933	3.43428	40.72439	8.07030	14.94596	-93.35644	-1575.45498	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing			
