OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
POC24010	4	POC24010_L376.avi	58554	POC24010_R375.avi	57131	39.03600	TimeSeaBed	31.47200	176.59299	5.44032	3.78712	1900.91147	10.15632	31.63336	15.73590	321.32524	95.42801	-1871.12479	Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing			
POC24010	5	POC24010_L376.avi	58560	POC24010_R375.avi	57137	39.04000	TimeSeaBed	31.47600	1299.73079	5.78414	0.84552	2303.30665	3.78041	42.28868	8.53785	-24.77751	149.82828	-2298.29482	Carcharhinidae	Carcharhinus	sorrah	37018013	1	AD	Passing			
POC24010	6	POC24010_L376.avi	64354	POC24010_R375.avi	62931	42.90267	TimeSeaBed	35.33867	323.71886	1.69984	1.72606	1499.32219	1.10280	46.17471	50.27825	22.07983	18.57868	-1499.04448	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC24010	7	POC24010_L376.avi	64386	POC24010_R375.avi	62963	42.92400	TimeSeaBed	35.36000	335.27942	1.50704	1.20546	2019.81699	12.33710	2.89047	6.40973	412.18277	127.86471	-1973.17426	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC24010	8	POC24010_L376.avi	64523	POC24010_R375.avi	63100	43.01533	TimeSeaBed	35.45133	335.16650	3.14786	1.63941	2107.21354	12.75426	26.96992	2.44701	-464.26201	-29.67265	-2055.22000	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC24010	9	POC24010_L376.avi	64642	POC24010_R375.avi	63219	43.09467	TimeSeaBed	35.53067	329.64899	1.58719	5.62597	1961.44745	6.90757	12.19738	12.43238	-174.47845	158.76320	-1947.21021	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC24010	10	POC24010_L376.avi	71091	POC24010_R375.avi	69668	47.39400	TimeSeaBed	39.83000	566.62821	1.88684	2.32609	2179.31473	9.56437	11.07193	7.80036	180.64736	313.82609	-2149.02126	Carangidae	Caranx	ignobilis	37337027	1	AD	Passing			
POC24010	11	POC24010_L376.avi	74931	POC24010_R375.avi	73508	49.95400	TimeSeaBed	42.39000	240.84821	2.85832	0.61906	1920.85377	19.01387	33.11253	6.88731	625.80748	-1.04518	-1816.05152	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC24010	12	POC24010_L376.avi	74938	POC24010_R375.avi	73515	49.95867	TimeSeaBed	42.39467	212.64570	1.50016	3.74645	1685.64176	1.95384	18.81874	21.54036	45.00597	-35.74008	-1684.66176	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC24010	13	POC24010_L376.avi	74971	POC24010_R375.avi	73548	49.98067	TimeSeaBed	42.41667	204.21780	2.62361	1.09909	2076.08265	7.60081	27.25281	33.25732	274.07393	-17.05876	-2057.84150	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC24010	14	POC24010_L376.avi	75009	POC24010_R375.avi	73586	50.00600	TimeSeaBed	42.44200	234.79018	1.21057	0.42336	1403.80903	9.68599	19.59793	0.33323	190.06026	-140.22177	-1383.79722	Terapontidae	Terapon	jarbua	37321002	1	AD	Passing			
POC12007	0	POC12007_R375.avi	18492	POC12007_L376.avi	16738	12.32800	timeseabed	4.48200	88.06168	1.49163	2.09904	1369.33572	9.78473	30.47604	4.26379	-30.22108	-230.74375	-1349.41629	Nemipteridae	Nemipterus	spp		1	AD	Passing			
POC12007	2	POC12007_R375.avi	32259	POC12007_L376.avi	30505	21.50600	timeseabed	13.66000	489.12661	8.68153	1.27105	2727.28545	18.40090	64.76952	7.27991	854.17603	107.43195	-2587.84228	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing			
POC12007	3	POC12007_R375.avi	50377	POC12007_L376.avi	48623	33.58467	timeseabed	25.73867	286.96228	7.00984	1.34330	2998.85728	13.69673	32.30935	0.59000	709.25119	-34.24542	-2913.57769	Tetraodontidae	Lagocephalus	lunaris	37467012	1	AD	Passing			
POC12007	4	POC12007_R375.avi	81669	POC12007_L376.avi	79915	54.44600	timeseabed	46.60000	180.18025	4.77396	0.87073	3554.94264	16.61727	1.05160	0.97425	1009.05985	123.85691	-3406.47543	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC12007	5	POC12007_R375.avi	81672	POC12007_L376.avi	79918	54.44800	timeseabed	46.60200	178.73475	7.80009	1.78932	3560.71429	17.42169	23.29986	3.58241	1057.83459	132.37453	-3397.37387	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing			
POC12007	6	POC12007_R375.avi	82140	POC12007_L376.avi	80386	54.76000	timeseabed	46.91400	786.88941	21.43089	1.04651	4175.92011	7.11433	58.79005	7.18083	303.64651	418.66513	-4143.76966	Carangidae	Caranx	ignobilis	37337027	1	AD	Passing			
