Dot Point Measurements																									
																									
"Generated: Tuesday, November 20, 2018 15:07:32"																									
																									
Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	Broad	Morphology	Type	FieldOfView	Relief	Bedforms	Bedform.type	CODE	Radius %
POC11015_L367.avi	62259	5109.2293	136	960													Open Water			Open					46.6
POC11015_L367.avi	62259	5109.2293	405	960													Open Water			Open					15.5
POC11015_L367.avi	62259	5109.2293	675	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	15.5
POC11015_L367.avi	62259	5109.2293	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.6
POC11015_L367.avi	62259	5109.2293	136	1344													Open Water			Open					64.3
POC11015_L367.avi	62259	5109.2293	405	1344													Open Water			Open					46.9
POC11015_L367.avi	62259	5109.2293	675	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC11015_L367.avi	62259	5109.2293	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC11015_L367.avi	62259	5109.2293	136	1727													Open Water			Open					100
POC11015_L367.avi	62259	5109.2293	405	1727													Open Water			Open					89.8
POC11015_L367.avi	62259	5109.2293	675	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC11015_L367.avi	62259	5109.2293	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12001_L371.avi	46138	4309.068	136	193													Open Water			Open					100
POC12001_L371.avi	46138	4309.068	405	193													Open Water			Open					89.8
POC12001_L371.avi	46138	4309.068	675	193													Open Water			Open					89.8
POC12001_L371.avi	46138	4309.068	944	193													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	None		82001015	100
POC12001_L371.avi	46138	4309.068	136	576													Open Water			Open					64.3
POC12001_L371.avi	46138	4309.068	405	576													Open Water			Open					46.9
POC12001_L371.avi	46138	4309.068	675	576													Open Water			Open					46.9
POC12001_L371.avi	46138	4309.068	944	576													Octocoral/Black	Branching (3D)	Type 2	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	None		11168902	64.3
POC12001_L371.avi	46138	4309.068	136	960													Open Water			Open					46.6
POC12001_L371.avi	46138	4309.068	405	960													Open Water			Open					15.5
POC12001_L371.avi	46138	4309.068	675	960													Open Water			Open					15.5
POC12001_L371.avi	46138	4309.068	944	960													Octocoral/Black	Branching (3D)	Type 1	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	None		11168902	46.6
POC12001_L371.avi	46138	4309.068	136	1344													Open Water			Open					64.3
POC12001_L371.avi	46138	4309.068	405	1344													Open Water			Open					46.9
POC12001_L371.avi	46138	4309.068	675	1344													Open Water			Open					46.9
POC12001_L371.avi	46138	4309.068	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	None		82001015	64.3
POC12001_L371.avi	46138	4309.068	136	1727													Open Water			Open					100
POC12001_L371.avi	46138	4309.068	405	1727													Open Water			Open					89.8
POC12001_L371.avi	46138	4309.068	675	1727													Open Water			Open					89.8
POC12001_L371.avi	46138	4309.068	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12002_L367.avi	29249	4382.96	136	193													Open Water			Open					100
POC12002_L367.avi	29249	4382.96	405	193													Open Water			Open					89.8
POC12002_L367.avi	29249	4382.96	675	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC12002_L367.avi	29249	4382.96	944	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12002_L367.avi	29249	4382.96	136	576													Open Water			Open					64.3
POC12002_L367.avi	29249	4382.96	405	576													Open Water			Open					46.9
POC12002_L367.avi	29249	4382.96	675	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC12002_L367.avi	29249	4382.96	944	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12002_L367.avi	29249	4382.96	136	960													Open Water			Open					46.6
POC12002_L367.avi	29249	4382.96	405	960													Open Water			Open					15.5
POC12002_L367.avi	29249	4382.96	675	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	15.5
POC12002_L367.avi	29249	4382.96	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	46.6
POC12002_L367.avi	29249	4382.96	136	1344													Open Water			Open					64.3
POC12002_L367.avi	29249	4382.96	405	1344													Open Water			Open					46.9
POC12002_L367.avi	29249	4382.96	675	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC12002_L367.avi	29249	4382.96	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	64.3
POC12002_L367.avi	29249	4382.96	136	1727													Open Water			Open					100
POC12002_L367.avi	29249	4382.96	405	1727													Open Water			Open					89.8
POC12002_L367.avi	29249	4382.96	675	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC12002_L367.avi	29249	4382.96	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12003_L375.avi	12800	4463.5773	136	193													Open Water			Open					100
POC12003_L375.avi	12800	4463.5773	405	193													Open Water			Open					89.8
POC12003_L375.avi	12800	4463.5773	675	193													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	89.8
POC12003_L375.avi	12800	4463.5773	944	193													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	Bioturbated		82001015	100
POC12003_L375.avi	12800	4463.5773	136	576													Open Water			Open					64.3
POC12003_L375.avi	12800	4463.5773	405	576													Octocoral/Black	Branching (3D)	Type 1	Open	3. Good relief structure with some overhangs. >45 substrate slope.	None		11168902	46.9
POC12003_L375.avi	12800	4463.5773	675	576													Octocoral/Black	Branching (3D)	Type 2	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	None		11168902	46.9
POC12003_L375.avi	12800	4463.5773	944	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	64.3
POC12003_L375.avi	12800	4463.5773	136	960													Open Water			Open					46.6
POC12003_L375.avi	12800	4463.5773	405	960													Octocoral/Black	Branching (3D)	Type 1	Open	3. Good relief structure with some overhangs. >45 substrate slope.	None		11168902	15.5
POC12003_L375.avi	12800	4463.5773	675	960													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	15.5
POC12003_L375.avi	12800	4463.5773	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	46.6
POC12003_L375.avi	12800	4463.5773	136	1344													Open Water			Open					64.3
POC12003_L375.avi	12800	4463.5773	405	1344													Octocoral/Black	Branching (3D)	Type 1	Open	3. Good relief structure with some overhangs. >45 substrate slope.	None		11168902	46.9
POC12003_L375.avi	12800	4463.5773	675	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	46.9
POC12003_L375.avi	12800	4463.5773	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	64.3
POC12003_L375.avi	12800	4463.5773	136	1727													Open Water			Open					100
POC12003_L375.avi	12800	4463.5773	405	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	89.8
POC12003_L375.avi	12800	4463.5773	675	1727													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	89.8
POC12003_L375.avi	12800	4463.5773	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001015	100
POC12004_L.avi	19696	4566.59	136	193													Open Water			Open					100
POC12004_L.avi	19696	4566.59	405	193													Open Water			Open					89.8
POC12004_L.avi	19696	4566.59	675	193													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	Bioturbated		82001015	89.8
POC12004_L.avi	19696	4566.59	944	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	100
POC12004_L.avi	19696	4566.59	136	576													Open Water			Open					64.3
POC12004_L.avi	19696	4566.59	405	576													Open Water			Open					46.9
POC12004_L.avi	19696	4566.59	675	576													Octocoral/Black	Whip		Open	3. Good relief structure with some overhangs. >45 substrate slope.	None		11168917	46.9
POC12004_L.avi	19696	4566.59	944	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	64.3
POC12004_L.avi	19696	4566.59	136	960													Open Water			Open					46.6
POC12004_L.avi	19696	4566.59	405	960													Octocoral/Black	Branching (3D)	Type 1	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	None		11168902	15.5
POC12004_L.avi	19696	4566.59	675	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	15.5
POC12004_L.avi	19696	4566.59	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.6
POC12004_L.avi	19696	4566.59	136	1344													Open Water			Open					64.3
POC12004_L.avi	19696	4566.59	405	1344													Octocoral/Black	Branching (3D)	Type 2	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	None		11168902	46.9
POC12004_L.avi	19696	4566.59	675	1344													Octocoral/Black	Fan (2D)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	None		11168912	46.9
POC12004_L.avi	19696	4566.59	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12004_L.avi	19696	4566.59	136	1727													Open Water			Open					100
POC12004_L.avi	19696	4566.59	405	1727													Open Water			Open					89.8
POC12004_L.avi	19696	4566.59	675	1727													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	None		82001015	89.8
POC12004_L.avi	19696	4566.59	944	1727													Octocoral/Black	Fan (2D)		Open	3. Good relief structure with some overhangs. >45 substrate slope.	None		11168912	100
POC12005_L377.avi	33008	2386.718	136	193													Open Water			Open					100
POC12005_L377.avi	33008	2386.718	405	193													Open Water			Open					89.8
POC12005_L377.avi	33008	2386.718	675	193													Octocoral/Black	Branching (3D)	Type 1	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		11168902	89.8
POC12005_L377.avi	33008	2386.718	944	193													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	100
POC12005_L377.avi	33008	2386.718	136	576													Open Water			Open					64.3
POC12005_L377.avi	33008	2386.718	405	576													Open Water			Open					46.9
POC12005_L377.avi	33008	2386.718	675	576													Octocoral/Black	Branching (3D)	Type 1	Open	3. Good relief structure with some overhangs. >45 substrate slope.	Bioturbated		11168902	46.9
POC12005_L377.avi	33008	2386.718	944	576													Octocoral/Black	Branching (3D)	Type 2	Open	3. Good relief structure with some overhangs. >45 substrate slope.	Bioturbated		11168902	64.3
POC12005_L377.avi	33008	2386.718	136	960													Open Water			Open					46.6
POC12005_L377.avi	33008	2386.718	405	960													Open Water			Open					15.5
POC12005_L377.avi	33008	2386.718	675	960													Octocoral/Black	Branching (3D)	Type 2	Open	3. Good relief structure with some overhangs. >45 substrate slope.	Bioturbated		11168902	15.5
POC12005_L377.avi	33008	2386.718	944	960													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	46.6
POC12005_L377.avi	33008	2386.718	136	1344													Open Water			Open					64.3
POC12005_L377.avi	33008	2386.718	405	1344													Open Water			Open					46.9
POC12005_L377.avi	33008	2386.718	675	1344													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	46.9
POC12005_L377.avi	33008	2386.718	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	64.3
POC12005_L377.avi	33008	2386.718	136	1727													Open Water			Open					100
POC12005_L377.avi	33008	2386.718	405	1727													Open Water			Open					89.8
POC12005_L377.avi	33008	2386.718	675	1727													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	89.8
POC12005_L377.avi	33008	2386.718	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	100
POC12006_R368.avi	26626	232.5727	136	193													Open Water			Open					100
POC12006_R368.avi	26626	232.5727	405	193													Open Water			Open					89.8
POC12006_R368.avi	26626	232.5727	675	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC12006_R368.avi	26626	232.5727	944	193													Unconsolidated	Sand / mud (fine sand)		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	Bioturbated		82001015	100
POC12006_R368.avi	26626	232.5727	136	576													Open Water			Open					64.3
POC12006_R368.avi	26626	232.5727	405	576													Open Water			Open					46.9
POC12006_R368.avi	26626	232.5727	675	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC12006_R368.avi	26626	232.5727	944	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	64.3
POC12006_R368.avi	26626	232.5727	136	960													Open Water			Open					46.6
POC12006_R368.avi	26626	232.5727	405	960													Open Water			Open					15.5
POC12006_R368.avi	26626	232.5727	675	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	15.5
POC12006_R368.avi	26626	232.5727	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.6
POC12006_R368.avi	26626	232.5727	136	1344													Open Water			Open					64.3
POC12006_R368.avi	26626	232.5727	405	1344													Open Water			Open					46.9
POC12006_R368.avi	26626	232.5727	675	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC12006_R368.avi	26626	232.5727	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12006_R368.avi	26626	232.5727	136	1727													Open Water			Open					100
POC12006_R368.avi	26626	232.5727	405	1727													Open Water			Open					89.8
POC12006_R368.avi	26626	232.5727	675	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC12006_R368.avi	26626	232.5727	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12007_R375.avi	26148	314.9647	136	193													Open Water			Open					100
POC12007_R375.avi	26148	314.9647	405	193													Open Water			Open					89.8
POC12007_R375.avi	26148	314.9647	675	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC12007_R375.avi	26148	314.9647	944	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12007_R375.avi	26148	314.9647	136	576													Open Water			Open					64.3
POC12007_R375.avi	26148	314.9647	405	576													Open Water			Open					46.9
POC12007_R375.avi	26148	314.9647	675	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC12007_R375.avi	26148	314.9647	944	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12007_R375.avi	26148	314.9647	136	960													Open Water			Open					46.6
POC12007_R375.avi	26148	314.9647	405	960													Open Water			Open					15.5
POC12007_R375.avi	26148	314.9647	675	960													Unconsolidated	Sand / mud (fine sand)		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	Bioturbated		82001015	15.5
POC12007_R375.avi	26148	314.9647	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.6
POC12007_R375.avi	26148	314.9647	136	1344													Open Water			Open					64.3
POC12007_R375.avi	26148	314.9647	405	1344													Open Water			Open					46.9
POC12007_R375.avi	26148	314.9647	675	1344													Open Water			Open					46.9
POC12007_R375.avi	26148	314.9647	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12007_R375.avi	26148	314.9647	136	1727													Open Water			Open					100
POC12007_R375.avi	26148	314.9647	405	1727													Open Water			Open					89.8
POC12007_R375.avi	26148	314.9647	675	1727													Open Water			Open					89.8
POC12007_R375.avi	26148	314.9647	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12008_L373.avi	35132	406.7613	136	193													Open Water			Open					100
POC12008_L373.avi	35132	406.7613	405	193													Open Water			Open					89.8
POC12008_L373.avi	35132	406.7613	675	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC12008_L373.avi	35132	406.7613	944	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12008_L373.avi	35132	406.7613	136	576													Open Water			Open					64.3
POC12008_L373.avi	35132	406.7613	405	576													Open Water			Open					46.9
POC12008_L373.avi	35132	406.7613	675	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC12008_L373.avi	35132	406.7613	944	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	64.3
POC12008_L373.avi	35132	406.7613	136	960													Open Water			Open					46.6
POC12008_L373.avi	35132	406.7613	405	960													Open Water			Open					15.5
POC12008_L373.avi	35132	406.7613	675	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	15.5
POC12008_L373.avi	35132	406.7613	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.6
POC12008_L373.avi	35132	406.7613	136	1344													Open Water			Open					64.3
POC12008_L373.avi	35132	406.7613	405	1344													Open Water			Open					46.9
POC12008_L373.avi	35132	406.7613	675	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC12008_L373.avi	35132	406.7613	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12008_L373.avi	35132	406.7613	136	1727													Open Water			Open					100
POC12008_L373.avi	35132	406.7613	405	1727													Open Water			Open					89.8
POC12008_L373.avi	35132	406.7613	675	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC12008_L373.avi	35132	406.7613	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12009_R378.avi	17699	489.642	136	193													Open Water			Open					100
POC12009_R378.avi	17699	489.642	405	193													Open Water			Open					89.8
POC12009_R378.avi	17699	489.642	675	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC12009_R378.avi	17699	489.642	944	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12009_R378.avi	17699	489.642	136	576													Open Water			Open					64.3
POC12009_R378.avi	17699	489.642	405	576													Open Water			Open					46.9
POC12009_R378.avi	17699	489.642	675	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC12009_R378.avi	17699	489.642	944	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12009_R378.avi	17699	489.642	136	960													Open Water			Open					46.6
POC12009_R378.avi	17699	489.642	405	960													Open Water			Open					15.5
POC12009_R378.avi	17699	489.642	675	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	15.5
POC12009_R378.avi	17699	489.642	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.6
POC12009_R378.avi	17699	489.642	136	1344													Open Water			Open					64.3
POC12009_R378.avi	17699	489.642	405	1344													Open Water			Open					46.9
POC12009_R378.avi	17699	489.642	675	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC12009_R378.avi	17699	489.642	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12009_R378.avi	17699	489.642	136	1727													Open Water			Open					100
POC12009_R378.avi	17699	489.642	405	1727													Open Water			Open					89.8
POC12009_R378.avi	17699	489.642	675	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC12009_R378.avi	17699	489.642	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12010_L372.avi	40688	605.6393	136	193													Open Water			Open					100
POC12010_L372.avi	40688	605.6393	405	193													Open Water			Open					89.8
POC12010_L372.avi	40688	605.6393	675	193													Open Water			Open					89.8
POC12010_L372.avi	40688	605.6393	944	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC12010_L372.avi	40688	605.6393	136	576													Open Water			Open					64.3
POC12010_L372.avi	40688	605.6393	405	576													Open Water			Open					46.9
POC12010_L372.avi	40688	605.6393	675	576													Open Water			Open					46.9
POC12010_L372.avi	40688	605.6393	944	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12010_L372.avi	40688	605.6393	136	960													Open Water			Open					46.6
POC12010_L372.avi	40688	605.6393	405	960													Open Water			Open					15.5
POC12010_L372.avi	40688	605.6393	675	960													Open Water			Open					15.5
POC12010_L372.avi	40688	605.6393	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	Bioturbated		82001015	46.6
POC12010_L372.avi	40688	605.6393	136	1344													Open Water			Open					64.3
POC12010_L372.avi	40688	605.6393	405	1344													Open Water			Open					46.9
POC12010_L372.avi	40688	605.6393	675	1344													Open Water			Open					46.9
POC12010_L372.avi	40688	605.6393	944	1344													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC12010_L372.avi	40688	605.6393	136	1727													Open Water			Open					100
POC12010_L372.avi	40688	605.6393	405	1727													Open Water			Open					89.8
POC12010_L372.avi	40688	605.6393	675	1727													Open Water			Open					89.8
POC12010_L372.avi	40688	605.6393	944	1727													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC13001_L377.avi	105415	2542.1313	136	193													Open Water			Open					100
POC13001_L377.avi	105415	2542.1313	405	193													Open Water			Open					89.8
POC13001_L377.avi	105415	2542.1313	675	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	89.8
POC13001_L377.avi	105415	2542.1313	944	193													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	100
POC13001_L377.avi	105415	2542.1313	136	576													Open Water			Open					64.3
POC13001_L377.avi	105415	2542.1313	405	576													Open Water			Open					46.9
POC13001_L377.avi	105415	2542.1313	675	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.9
POC13001_L377.avi	105415	2542.1313	944	576													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	64.3
POC13001_L377.avi	105415	2542.1313	136	960													Open Water			Open					46.6
POC13001_L377.avi	105415	2542.1313	405	960													Open Water			Open					15.5
POC13001_L377.avi	105415	2542.1313	675	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	15.5
POC13001_L377.avi	105415	2542.1313	944	960													Unconsolidated	Sand / mud (fine sand)		Open	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	None		82001015	46.6
POC13001_L377.avi	105415	2542.1313	136	1344													Open Water			Open					64.3
POC13001_L377.avi	105415	2542.1313	405	1344													Open Water			Open					46.9
